,State,RegionName,StateFullName
8638,NJ,Summit,New Jersey
8595,NJ,Fort Lee,New Jersey
8563,NJ,East Orange,New Jersey
8593,NJ,Mt Laurel Township,New Jersey
9085,NJ,Brass Castle,New Jersey
9084,NJ,Mullica Hill,New Jersey
9083,NJ,Sea Isle City,New Jersey
9082,NJ,Avalon,New Jersey
9081,NJ,Logan Township,New Jersey
9080,NJ,Essex Fells,New Jersey
9079,NJ,Silver Ridge,New Jersey
9078,NJ,Elmer,New Jersey
9077,NJ,Haworth,New Jersey
9076,NJ,Sewaren,New Jersey
9075,NJ,Sandyston,New Jersey
9074,NJ,Stow Creek Township,New Jersey
9073,NJ,Downe Township,New Jersey
9072,NJ,Vernon Valley,New Jersey
9071,NJ,Elwood-Magnolia,New Jersey
9070,NJ,Victory Lakes,New Jersey
9069,NJ,Winfield Township,New Jersey
9068,NJ,Shark River Hills,New Jersey
9067,NJ,Eagleswood Township,New Jersey
9066,NJ,West Belmar,New Jersey
9065,NJ,North Cape May,New Jersey
9064,NJ,Woodland Township,New Jersey
9063,NJ,Island Heights,New Jersey
9062,NJ,Newfield,New Jersey
9061,NJ,Lavallette,New Jersey
9060,NJ,Hardwick,New Jersey
9059,NJ,Deerfield Township,New Jersey
9086,NJ,Bass River Township,New Jersey
9087,NJ,Elsinboro Township,New Jersey
9088,NJ,Ocean Gate,New Jersey
9089,NJ,Longport,New Jersey
9117,NJ,Diamond Beach,New Jersey
9116,NJ,Mays Landing,New Jersey
9115,NJ,Port Norris,New Jersey
9114,NJ,Fairton,New Jersey
9113,NJ,Greenwich Township,New Jersey
9112,NJ,Barnegat Light,New Jersey
9111,NJ,Collings Lakes,New Jersey
9110,NJ,Long Beach Township,New Jersey
9109,NJ,Waretown,New Jersey
9108,NJ,Newfoundland,New Jersey
9107,NJ,Harvey Cedars,New Jersey
9106,NJ,Stone Harbor,New Jersey
9105,NJ,Crandon Lakes,New Jersey
9058,NJ,Avon by the Sea,New Jersey
9104,NJ,Seaside Park,New Jersey
9102,NJ,Moonachie,New Jersey
9101,NJ,Olivet,New Jersey
9100,NJ,West Cape May,New Jersey
9099,NJ,Bay Head,New Jersey
9098,NJ,Holiday Heights,New Jersey
9097,NJ,Interlaken,New Jersey
9096,NJ,Ortley Beach,New Jersey
9095,NJ,Deal,New Jersey
9094,NJ,Beach Haven,New Jersey
9093,NJ,Port Republic,New Jersey
9092,NJ,Sea Bright,New Jersey
9091,NJ,Ship Bottom,New Jersey
9090,NJ,Surf City,New Jersey
9103,NJ,West Wildwood,New Jersey
8594,NJ,Evesham,New Jersey
9057,NJ,Lake Como,New Jersey
9055,NJ,Chesilhurst,New Jersey
8566,NJ,Irvington,New Jersey
8567,NJ,Wayne,New Jersey
8568,NJ,Jackson,New Jersey
8569,NJ,Union,New Jersey
8570,NJ,Piscataway Township,New Jersey
8571,NJ,New Brunswick,New Jersey
8572,NJ,Parsippany-Troy Hills Township,New Jersey
8573,NJ,Gloucester,New Jersey
8574,NJ,Plainfield,New Jersey
8575,NJ,West Orange,New Jersey
8576,NJ,Old Bridge Township,New Jersey
8577,NJ,East Brunswick,New Jersey
8578,NJ,Perth Amboy,New Jersey
8579,NJ,Hamilton Township,New Jersey
8580,NJ,Washington Township,New Jersey
8581,NJ,Egg Harbor Township,New Jersey
8582,NJ,Bloomfield,New Jersey
8583,NJ,Hackensack,New Jersey
8584,NJ,Manchester,New Jersey
8585,NJ,Linden,New Jersey
8586,NJ,North Brunswick,New Jersey
8587,NJ,Franklin Township,New Jersey
8588,NJ,Hillsborough,New Jersey
8589,NJ,Teaneck,New Jersey
8590,NJ,Montclair,New Jersey
8591,NJ,Monroe Township,New Jersey
8592,NJ,Ewing,New Jersey
8565,NJ,Freehold Township,New Jersey
8564,NJ,Vineland,New Jersey
8562,NJ,Passaic,New Jersey
8561,NJ,Brick,New Jersey
9054,NJ,Lower Alloways Creek Township,New Jersey
9053,NJ,Allentown,New Jersey
9052,NJ,Whitesboro-Burleigh,New Jersey
9051,NJ,Folsom,New Jersey
9050,NJ,Hope,New Jersey
9049,NJ,Mannington,New Jersey
9048,NJ,Sea Girt,New Jersey
9047,NJ,New Egypt,New Jersey
9046,NJ,Fairfield Township,New Jersey
9045,NJ,Englishtown,New Jersey
9044,NJ,Weymouth Township,New Jersey
9043,NJ,Princeton Junction,New Jersey
9042,NJ,Oldmans,New Jersey
9056,NJ,Brooklawn,New Jersey
9041,NJ,Laurel Springs,New Jersey
9039,NJ,Frankford Township,New Jersey
9038,NJ,Rio Grande,New Jersey
8717,NJ,Middlesex,New Jersey
8551,NJ,Newark,New Jersey
8552,NJ,Paterson,New Jersey
8553,NJ,Elizabeth,New Jersey
8554,NJ,Edison,New Jersey
8555,NJ,Lakewood Township,New Jersey
8556,NJ,Toms River,New Jersey
8557,NJ,Trenton,New Jersey
8558,NJ,Clifton,New Jersey
8559,NJ,Camden,New Jersey
8560,NJ,Cherry Hill,New Jersey
9040,NJ,Wanamassa,New Jersey
8718,NJ,Ridgefield Park,New Jersey
8738,NJ,South Amboy,New Jersey
8720,NJ,Avenel,New Jersey
8936,NJ,Egg Harbor City,New Jersey
8935,NJ,Garwood,New Jersey
8934,NJ,Elk Township,New Jersey
8933,NJ,Northvale,New Jersey
8932,NJ,Bloomingdale,New Jersey
8931,NJ,Magnolia,New Jersey
8930,NJ,Mullica Township,New Jersey
8929,NJ,Chester Township,New Jersey
8928,NJ,Oceanport,New Jersey
8927,NJ,Delanco,New Jersey
8926,NJ,Harrington Park,New Jersey
8925,NJ,Beatyestown,New Jersey
8924,NJ,Hewitt,New Jersey
8923,NJ,Wildwood,New Jersey
8922,NJ,Forked River,New Jersey
8937,NJ,Mountain Lakes,New Jersey
8938,NJ,Westville,New Jersey
8939,NJ,Harding Township,New Jersey
8940,NJ,Hainesport,New Jersey
8957,NJ,South Toms River,New Jersey
8956,NJ,Hampton Township,New Jersey
8955,NJ,Montague,New Jersey
8954,NJ,Mount Arlington,New Jersey
8953,NJ,Shrewsbury,New Jersey
8952,NJ,Blackwood,New Jersey
8951,NJ,Riverdale,New Jersey
8921,NJ,Rochelle Park,New Jersey
8950,NJ,Point Pleasant Beach,New Jersey
8948,NJ,Wanaque,New Jersey
8947,NJ,Stillwater,New Jersey
8946,NJ,Ho Ho Kus,New Jersey
8945,NJ,Pilesgrove,New Jersey
8944,NJ,Oaklyn,New Jersey
8943,NJ,North Hanover,New Jersey
8942,NJ,Atlantic Highlands,New Jersey
8949,NJ,Florence Township,New Jersey
8920,NJ,South Bound Brook,New Jersey
8919,NJ,Washington Township,New Jersey
8918,NJ,Buena,New Jersey
8897,NJ,Yorketown,New Jersey
8896,NJ,Somerdale,New Jersey
8895,NJ,Laurence Harbor,New Jersey
8894,NJ,Englewood Cliffs,New Jersey
8893,NJ,Woodcliff Lake,New Jersey
8892,NJ,Little Silver,New Jersey
8891,NJ,Allendale,New Jersey
8898,NJ,Salem,New Jersey
8719,NJ,Oakland,New Jersey
8888,NJ,Belmar,New Jersey
8887,NJ,Heathcote,New Jersey
8886,NJ,Norwood,New Jersey
8885,NJ,Stafford Township,New Jersey
8884,NJ,Old Tappan,New Jersey
8883,NJ,Manasquan,New Jersey
8882,NJ,Pomona,New Jersey
8889,NJ,Greenwich Township,New Jersey
8958,NJ,Cranbury Township,New Jersey
8899,NJ,Penns Grove,New Jersey
8901,NJ,Mystic Islands,New Jersey
8917,NJ,Hightstown,New Jersey
8916,NJ,Pequannock,New Jersey
8915,NJ,Mount Ephraim,New Jersey
8914,NJ,Spring Lake Heights,New Jersey
8913,NJ,Brielle,New Jersey
8912,NJ,Glendora,New Jersey
8911,NJ,Roseland,New Jersey
8900,NJ,Dayton,New Jersey
8910,NJ,Blairstown,New Jersey
8908,NJ,Neptune City,New Jersey
8907,NJ,Demarest,New Jersey
8906,NJ,Belvidere,New Jersey
8905,NJ,Franklin,New Jersey
8904,NJ,Margate City,New Jersey
8903,NJ,Clementon,New Jersey
8902,NJ,Montville,New Jersey
8909,NJ,Beckett,New Jersey
8959,NJ,Independence Township,New Jersey
8960,NJ,Holiday City South,New Jersey
8961,NJ,Oakhurst,New Jersey
9017,NJ,Cliffwood Beach,New Jersey
9016,NJ,Wildwood Crest,New Jersey
9015,NJ,Estell Manor,New Jersey
9014,NJ,Beverly,New Jersey
9013,NJ,Peapack,New Jersey
9012,NJ,Monmouth Junction,New Jersey
9011,NJ,Pennington,New Jersey
9018,NJ,Woodbine,New Jersey
9010,NJ,White Township,New Jersey
9008,NJ,Swedesboro,New Jersey
9007,NJ,Laurel Lake,New Jersey
9006,NJ,Harmony Township,New Jersey
9005,NJ,Lakehurst,New Jersey
9004,NJ,Lawnside,New Jersey
9003,NJ,Cape May,New Jersey
9002,NJ,Society Hill,New Jersey
9009,NJ,Quinton,New Jersey
9001,NJ,Riverton,New Jersey
9019,NJ,Monmouth Beach,New Jersey
9021,NJ,Lafayette,New Jersey
9037,NJ,Sussex,New Jersey
9036,NJ,South Hackensack Township,New Jersey
9035,NJ,Manahawkin,New Jersey
9034,NJ,Wenonah,New Jersey
9033,NJ,Pine Beach,New Jersey
9032,NJ,Gibbsboro,New Jersey
9031,NJ,Mansfield Township,New Jersey
9020,NJ,Oxford Township,New Jersey
9030,NJ,Lawrence Township,New Jersey
9028,NJ,Leisuretowne,New Jersey
9027,NJ,Ogdensburg,New Jersey
9026,NJ,Seaside Heights,New Jersey
9025,NJ,Erma,New Jersey
9024,NJ,Helmetta,New Jersey
9023,NJ,Presidential Lakes Estates,New Jersey
9022,NJ,Alpha,New Jersey
9029,NJ,Frelinghuysen Township,New Jersey
8881,NJ,Watchung,New Jersey
9000,NJ,Highland Lake,New Jersey
8998,NJ,Allamuchy-Panther Valley,New Jersey
8977,NJ,Turnersville,New Jersey
8976,NJ,Port Reading,New Jersey
8975,NJ,Pohatcong Township,New Jersey
8974,NJ,Tuckerton,New Jersey
8973,NJ,Oak Valley,New Jersey
8972,NJ,Bradley Beach,New Jersey
8971,NJ,Fredon,New Jersey
8978,NJ,South Harrison Township,New Jersey
8970,NJ,Woodstown,New Jersey
8968,NJ,Springfield,New Jersey
8967,NJ,Lawrenceville,New Jersey
8966,NJ,Stanhope,New Jersey
8965,NJ,Cliffwood,New Jersey
8964,NJ,Green Township,New Jersey
8963,NJ,Branchville,New Jersey
8962,NJ,Mine Hill,New Jersey
8969,NJ,Upper Pittsgrove Township,New Jersey
8999,NJ,Brownville,New Jersey
8979,NJ,Hamburg,New Jersey
8981,NJ,Hopewell Township,New Jersey
8997,NJ,Beach Haven West,New Jersey
8996,NJ,Gibbstown,New Jersey
8995,NJ,Liberty Township,New Jersey
8994,NJ,Woodlynne,New Jersey
8993,NJ,Spring Lake,New Jersey
8992,NJ,Chesterfield,New Jersey
8991,NJ,National Park,New Jersey
8980,NJ,Ocean Township,New Jersey
8990,NJ,Knowlton Township,New Jersey
8988,NJ,North Wildwood,New Jersey
8987,NJ,Cape May Court House,New Jersey
8986,NJ,Country Lake Estates,New Jersey
8985,NJ,Netcong,New Jersey
8984,NJ,Franklin Township,New Jersey
8983,NJ,Saddle River,New Jersey
8982,NJ,Ocean Grove,New Jersey
8989,NJ,Woodbury Heights,New Jersey
8880,NJ,Jamesburg,New Jersey
8890,NJ,Morris Plains,New Jersey
8878,NJ,Byram Township,New Jersey
8780,NJ,Florham Park,New Jersey
8779,NJ,Waldwick,New Jersey
8778,NJ,River Vale,New Jersey
8777,NJ,Marlton,New Jersey
8776,NJ,East Greenwich Township,New Jersey
8775,NJ,Wallington,New Jersey
8774,NJ,Little Falls,New Jersey
8773,NJ,Succasunna,New Jersey
8772,NJ,Keansburg,New Jersey
8771,NJ,Woodbury,New Jersey
8770,NJ,Kinnelon,New Jersey
8769,NJ,Hopatcong,New Jersey
8768,NJ,Hillsdale,New Jersey
8767,NJ,Colts Neck,New Jersey
8766,NJ,Manville,New Jersey
8765,NJ,Woolwich Township,New Jersey
8764,NJ,Bound Brook,New Jersey
8781,NJ,Hackettstown,New Jersey
8763,NJ,Long Valley,New Jersey
8782,NJ,Browns Mills,New Jersey
8784,NJ,Ocean City,New Jersey
8801,NJ,Cresskill,New Jersey
8800,NJ,Northfield,New Jersey
8799,NJ,Boonton,New Jersey
8798,NJ,Long Hill Township,New Jersey
8879,NJ,Prospect Park,New Jersey
8796,NJ,Westampton,New Jersey
8795,NJ,Edgewater Park,New Jersey
8794,NJ,Matawan,New Jersey
8793,NJ,East Rutherford,New Jersey
8792,NJ,Audubon,New Jersey
8791,NJ,Maywood,New Jersey
8790,NJ,Chatham,New Jersey
8789,NJ,Pitman,New Jersey
8788,NJ,Leonia,New Jersey
8787,NJ,Washington Township,New Jersey
8786,NJ,Totowa,New Jersey
8785,NJ,Wantage Township,New Jersey
8783,NJ,Mt Holly Township,New Jersey
8802,NJ,Mansfield,New Jersey
8762,NJ,East Hanover,New Jersey
8760,NJ,Haddonfield,New Jersey
8737,NJ,Eatontown,New Jersey
8736,NJ,Roxbury Township,New Jersey
8735,NJ,Hasbrouck Heights,New Jersey
8734,NJ,Pennsville Township,New Jersey
8733,NJ,Holiday City-Berkeley,New Jersey
8732,NJ,Ringwood,New Jersey
8731,NJ,Woodland Park,New Jersey
8730,NJ,Upper Township,New Jersey
8729,NJ,Saddle Brook,New Jersey
8728,NJ,Short Hills,New Jersey
8727,NJ,Somerville,New Jersey
8726,NJ,Sayreville,New Jersey
8725,NJ,Red Bank,New Jersey
8724,NJ,Cedar Grove,New Jersey
8723,NJ,Fords,New Jersey
8722,NJ,Lumberton,New Jersey
8721,NJ,Boonton Township,New Jersey
8739,NJ,Edgewater,New Jersey
8761,NJ,Franklin Lakes,New Jersey
8740,NJ,Glen Rock,New Jersey
8742,NJ,Gloucester City,New Jersey
8759,NJ,Waterford,New Jersey
8758,NJ,Roselle Park,New Jersey
8757,NJ,Ventnor City,New Jersey
8756,NJ,Mendham Township,New Jersey
8755,NJ,Little Ferry,New Jersey
8754,NJ,West Caldwell,New Jersey
8753,NJ,Lincoln Park,New Jersey
8752,NJ,Somers Point,New Jersey
8751,NJ,Ridgefield,New Jersey
8750,NJ,Beachwood,New Jersey
8749,NJ,Westwood,New Jersey
8748,NJ,Little Egg Harbor,New Jersey
8747,NJ,Pompton Lakes,New Jersey
8746,NJ,New Providence,New Jersey
8745,NJ,Washington Township,New Jersey
8744,NJ,River Edge,New Jersey
8743,NJ,Berkeley Heights,New Jersey
8741,NJ,Bellmawr,New Jersey
8803,NJ,Closter,New Jersey
8797,NJ,Budd Lake,New Jersey
8805,NJ,Middle Township,New Jersey
8856,NJ,Tabernacle,New Jersey
8855,NJ,Barrington,New Jersey
8854,NJ,Wood Ridge,New Jersey
8853,NJ,North Haledon,New Jersey
8852,NJ,Park Ridge,New Jersey
8851,NJ,Moorestown Township,New Jersey
8850,NJ,Madison Park,New Jersey
8849,NJ,Raritan,New Jersey
8848,NJ,Rumson,New Jersey
8847,NJ,Bogota,New Jersey
8846,NJ,Midland Park,New Jersey
8845,NJ,Fairfield,New Jersey
8844,NJ,Haddon Heights,New Jersey
8804,NJ,Absecon,New Jersey
8842,NJ,Millburn,New Jersey
8841,NJ,Keyport,New Jersey
8840,NJ,Pittsgrove,New Jersey
8857,NJ,Upper Freehold Township,New Jersey
8839,NJ,Dunellen,New Jersey
8858,NJ,Mountainside,New Jersey
8860,NJ,Kenilworth,New Jersey
8877,NJ,Yardville-Groveville,New Jersey
8876,NJ,Paulsboro,New Jersey
8875,NJ,Fair Haven,New Jersey
8874,NJ,Eastampton,New Jersey
8873,NJ,Carlstadt,New Jersey
8872,NJ,Union Beach,New Jersey
8871,NJ,Stratford,New Jersey
8870,NJ,Plumsted,New Jersey
8869,NJ,Linwood,New Jersey
8868,NJ,North Caldwell,New Jersey
8867,NJ,Montvale,New Jersey
8866,NJ,Dennis Township,New Jersey
8865,NJ,Clayton,New Jersey
8864,NJ,Fanwood,New Jersey
8863,NJ,Shamong,New Jersey
8862,NJ,Wharton,New Jersey
8861,NJ,Southampton,New Jersey
8859,NJ,Pemberton Township,New Jersey
8838,NJ,Upper Deerfield Township,New Jersey
8843,NJ,Green Brook Township,New Jersey
8836,NJ,Palmyra,New Jersey
8827,NJ,Oradell,New Jersey
8826,NJ,Caldwell,New Jersey
8825,NJ,Milltown,New Jersey
8824,NJ,Runnemede,New Jersey
8823,NJ,Maurice River Township,New Jersey
8822,NJ,Lopatcong,New Jersey
8821,NJ,Carneys Point Township,New Jersey
8820,NJ,White Horse,New Jersey
8819,NJ,Millstone Township,New Jersey
8818,NJ,Riverside,New Jersey
8828,NJ,Bernardsville,New Jersey
8817,NJ,Hardyston,New Jersey
8815,NJ,Brigantine,New Jersey
8814,NJ,Collingswood,New Jersey
8813,NJ,Pine Hill,New Jersey
8812,NJ,Upper Saddle River,New Jersey
8811,NJ,Lower Township,New Jersey
8810,NJ,Bedminster,New Jersey
8809,NJ,Spotswood,New Jersey
8808,NJ,Haledon,New Jersey
8807,NJ,Morganville,New Jersey
8806,NJ,Florence-Roebling,New Jersey
8816,NJ,West Long Branch,New Jersey
8837,NJ,Villas,New Jersey
8941,NJ,Medford Lakes,New Jersey
8835,NJ,Andover Township,New Jersey
8834,NJ,Newton,New Jersey
8833,NJ,Emerson,New Jersey
8832,NJ,Butler,New Jersey
8831,NJ,Buena Vista Township,New Jersey
8830,NJ,Glen Ridge,New Jersey
8829,NJ,Harrison Township,New Jersey
7469,NM,Peralta,New Mexico
7449,NM,Albuquerque,New Mexico
7450,NM,Las Cruces,New Mexico
7451,NM,Santa Fe,New Mexico
7452,NM,Los Lunas,New Mexico
7457,NM,Chaparral,New Mexico
7453,NM,South Valley,New Mexico
7458,NM,Edgewood,New Mexico
7459,NM,Tijeras,New Mexico
7460,NM,Los Ranchos de Albuquerque,New Mexico
7461,NM,Sandia Park,New Mexico
7462,NM,Bosque Farms,New Mexico
7463,NM,Cedar Crest,New Mexico
7464,NM,Santa Teresa,New Mexico
7465,NM,La Mesa,New Mexico
7466,NM,Mesilla Park,New Mexico
7467,NM,Mesquite,New Mexico
7468,NM,Lamy,New Mexico
7456,NM,North Valley,New Mexico
7454,NM,Silver City,New Mexico
7455,NM,Belen,New Mexico
0,NY,New York,New York
472,NY,Muttontown,New York
539,NY,Au Sable,New York
538,NY,Penn Yan,New York
537,NY,Town of Lisle,New York
536,NY,Town of Portville,New York
535,NY,Town of Tully,New York
534,NY,Rutland,New York
533,NY,Greenwood Lake,New York
532,NY,Voorheesville,New York
531,NY,Centerport,New York
530,NY,Milo Mills,New York
540,NY,Town of Salem,New York
529,NY,Berne,New York
527,NY,Brant,New York
526,NY,Thornwood,New York
525,NY,Jerusalem,New York
524,NY,Village Green,New York
254,NY,Congers,New York
255,NY,Valley Cottage,New York
256,NY,Town of Waterloo,New York
257,NY,Town of Eden,New York
258,NY,Sweden,New York
259,NY,Garden City Park,New York
528,NY,Southold,New York
260,NY,Scotia,New York
541,NY,Barker,New York
543,NY,Gang Mills,New York
565,NY,Town of Richmondville,New York
564,NY,East Williston,New York
563,NY,Town of Addison,New York
562,NY,Cutchogue,New York
561,NY,Pierrepont,New York
560,NY,Town of Elba,New York
559,NY,Lake Luzerne,New York
558,NY,Mohawk,New York
557,NY,Delaware,New York
556,NY,Fleming,New York
542,NY,Olive,New York
555,NY,Knox,New York
553,NY,Moriches,New York
552,NY,New Haven,New York
551,NY,Kendall,New York
550,NY,Yorkville,New York
549,NY,Lumberland,New York
548,NY,Shelby,New York
547,NY,Town of Madison,New York
546,NY,East Norwich,New York
545,NY,Sherrill,New York
544,NY,Town of Woodstock,New York
554,NY,Town of Big Flats,New York
566,NY,Town of Cohocton,New York
261,NY,Town of Frankfort,New York
263,NY,Town of Le Roy,New York
290,NY,North Castle,New York
291,NY,Granby,New York
292,NY,Town of Albion,New York
293,NY,North Syracuse,New York
294,NY,Ilion,New York
295,NY,Clarkson,New York
296,NY,Hewlett,New York
297,NY,Malverne,New York
298,NY,Town of Granville,New York
299,NY,Fenton,New York
289,NY,Town of Stillwater,New York
300,NY,Wilton,New York
302,NY,Cedarhurst,New York
303,NY,Nyack,New York
304,NY,Cobleskill,New York
305,NY,Solvay,New York
306,NY,East Rochester,New York
307,NY,Town of Corinth,New York
308,NY,Town of Fort Edward,New York
309,NY,Scriba,New York
310,NY,Brockport,New York
311,NY,Irvington,New York
301,NY,Manorhaven,New York
262,NY,Thompson,New York
288,NY,Mount Ivy,New York
286,NY,Pelham,New York
264,NY,Town of Rhinebeck,New York
265,NY,Wawarsing,New York
266,NY,Port Jefferson,New York
267,NY,Inwood,New York
268,NY,Northport,New York
269,NY,South Lockport,New York
270,NY,Wawayanda,New York
271,NY,Williston Park,New York
272,NY,Philipstown,New York
273,NY,Town of Skaneateles,New York
287,NY,Lawrence,New York
274,NY,Lake Carmel,New York
276,NY,Hudson Falls,New York
277,NY,Wappingers Falls,New York
278,NY,Town of Gouverneur,New York
279,NY,Crawford,New York
280,NY,Town of Cazenovia,New York
281,NY,Town of Schaghticoke,New York
282,NY,Pleasantville,New York
283,NY,Town of Peru,New York
284,NY,Tappan,New York
285,NY,Walden,New York
275,NY,North Greenbush,New York
567,NY,Varick,New York
568,NY,Town of Cato,New York
569,NY,Town of Elbridge,New York
179,NY,Town of Bath,New York
180,NY,Islip,New York
181,NY,Town of Milton,New York
182,NY,Middle Island,New York
183,NY,Malta,New York
184,NY,Schodack,New York
185,NY,Tarrytown,New York
186,NY,Oneida,New York
187,NY,Lake Grove,New York
188,NY,Woodmere,New York
178,NY,Lewisboro,New York
189,NY,Moreau,New York
191,NY,Town of Canton,New York
192,NY,Chenango,New York
193,NY,Rocky Point,New York
194,NY,Ogdensburg,New York
195,NY,Town of Chester,New York
196,NY,Somers,New York
197,NY,Harrison,New York
198,NY,Mount Kisco,New York
199,NY,Nesconset,New York
200,NY,Mt Pleasant,New York
190,NY,Mamakating,New York
201,NY,Town of Dunkirk,New York
177,NY,Holtsville,New York
175,NY,Woodbury,New York
153,NY,Manorville,New York
154,NY,Pearl River,New York
155,NY,Beacon,New York
156,NY,Gates,New York
157,NY,Beekman,New York
158,NY,Manhasset,New York
159,NY,Larchmont,New York
160,NY,Town of Dryden,New York
161,NY,Hyde Park,New York
162,NY,Town of Massena,New York
176,NY,Jericho,New York
163,NY,Endicott,New York
165,NY,Saint James,New York
166,NY,New Cassel,New York
167,NY,Town of East Greenbush,New York
168,NY,Town of Lewiston,New York
169,NY,Salisbury,New York
170,NY,Jefferson Valley-Yorktown,New York
171,NY,Babylon,New York
172,NY,Queensbury,New York
173,NY,Brunswick,New York
174,NY,Fulton,New York
164,NY,Southeast,New York
202,NY,Parma,New York
203,NY,Roslyn Heights,New York
204,NY,Town of Red Hook,New York
232,NY,Woodbury,New York
233,NY,Putnam Valley,New York
234,NY,Wallkill,New York
235,NY,Hartsdale,New York
236,NY,Town of Pawling,New York
237,NY,Hornell,New York
238,NY,Town of Waterford,New York
239,NY,Niagara,New York
240,NY,Tuckahoe,New York
241,NY,Hampton Bays,New York
231,NY,Ballston,New York
242,NY,Bellport,New York
244,NY,Croton-on-Hudson,New York
245,NY,Chappaqua,New York
246,NY,Fort Salonga,New York
247,NY,Shawangunk,New York
248,NY,Briarcliff Manor,New York
249,NY,La Grange,New York
250,NY,Hastings on Hudson,New York
251,NY,Eastchester,New York
252,NY,Deerpark,New York
253,NY,Slingerlands,New York
243,NY,Town of Newfane,New York
230,NY,Port Jervis,New York
229,NY,New Hyde Park,New York
228,NY,Dobbs Ferry,New York
205,NY,Watervliet,New York
206,NY,Roosevelt,New York
207,NY,Fairmount,New York
208,NY,Ridge,New York
209,NY,Clay,New York
210,NY,Mount Sinai,New York
211,NY,Town of Pleasant Valley,New York
212,NY,Sullivan,New York
213,NY,Sleepy Hollow,New York
214,NY,Scotchtown,New York
215,NY,Rye Brook,New York
216,NY,South Huntington,New York
217,NY,East Rockaway,New York
218,NY,Miller Place,New York
219,NY,Rensselaer,New York
220,NY,Southampton,New York
221,NY,Town of Herkimer,New York
222,NY,Town of Seneca Falls,New York
223,NY,Endwell,New York
224,NY,Evans,New York
225,NY,West Haverstraw,New York
226,NY,Hamlin,New York
227,NY,Town of Plattekill,New York
312,NY,Lee,New York
152,NY,Town of Goshen,New York
313,NY,Pendleton,New York
315,NY,Sound Beach,New York
447,NY,Old Westbury,New York
448,NY,Ulysses,New York
449,NY,Fayette,New York
450,NY,Town of Argyle,New York
451,NY,Hounsfield,New York
452,NY,Blauvelt,New York
453,NY,Manhasset Hills,New York
454,NY,Palermo,New York
455,NY,Lake Erie Beach,New York
456,NY,Sloan,New York
446,NY,Floyd,New York
457,NY,Ulster,New York
459,NY,Perth,New York
460,NY,Ramapo,New York
461,NY,Town of Lake George,New York
462,NY,Town of Moravia,New York
463,NY,Sennett,New York
464,NY,Town of Westfield,New York
465,NY,South Glens Falls,New York
466,NY,Town of Galway,New York
467,NY,Town of Nassau,New York
468,NY,South Nyack,New York
458,NY,Schroeppel,New York
469,NY,Yorktown,New York
445,NY,Calverton,New York
443,NY,Pound Ridge,New York
421,NY,Concord,New York
422,NY,Blue Point,New York
423,NY,Menands,New York
424,NY,Sea Cliff,New York
425,NY,Clarendon,New York
426,NY,Charlton,New York
427,NY,Waverly,New York
428,NY,Pamelia,New York
429,NY,Lisbon,New York
430,NY,Town of Warrensburg,New York
444,NY,Stanford,New York
431,NY,Enfield,New York
433,NY,Town of Whitehall,New York
434,NY,Hornellsville,New York
435,NY,Yaphank,New York
436,NY,Town of Hurley,New York
437,NY,Lyncourt,New York
438,NY,Town of Newark Valley,New York
439,NY,Town of Middleburgh,New York
440,NY,Bethel,New York
441,NY,Hartland,New York
442,NY,Old Bethpage,New York
432,NY,Town of Wayland,New York
420,NY,Schuyler Falls,New York
470,NY,Minisink,New York
523,NY,Searingtown,New York
499,NY,Washington,New York
500,NY,Erwin,New York
501,NY,Locust Valley,New York
502,NY,Conklin,New York
503,NY,Town of Schoharie,New York
504,NY,Town of Adams,New York
505,NY,Darien,New York
506,NY,Pomona,New York
507,NY,Town of Spencer,New York
508,NY,Louisville,New York
498,NY,Town of Oakfield,New York
509,NY,Stockholm,New York
511,NY,Thiells,New York
512,NY,Town of Constantia,New York
522,NY,Town of Altona,New York
521,NY,Tuxedo,New York
520,NY,Canastota,New York
519,NY,Town of Franklinville,New York
518,NY,Annsville,New York
517,NY,East Syracuse,New York
516,NY,Albertson,New York
515,NY,Garden City South,New York
510,NY,Town of Bergen,New York
471,NY,Rush,New York
497,NY,Union Vale,New York
495,NY,Highland Falls,New York
473,NY,Benton,New York
474,NY,Hoosick Falls,New York
475,NY,Glen Head,New York
476,NY,Schuyler,New York
477,NY,Cornwall,New York
478,NY,Town of Cambridge,New York
479,NY,Hoosick,New York
480,NY,East Hills,New York
481,NY,Brewerton,New York
482,NY,Town of Holland,New York
496,NY,Caroline,New York
483,NY,Town of Rochester,New York
485,NY,Richland,New York
486,NY,Dickinson,New York
487,NY,Orangetown,New York
488,NY,Chester,New York
489,NY,Walton Park,New York
490,NY,Wading River,New York
491,NY,Town of Theresa,New York
492,NY,Ridgeway,New York
493,NY,Colden,New York
494,NY,Vails Gate,New York
484,NY,Westerlo,New York
419,NY,Murray,New York
418,NY,Paris,New York
417,NY,Gaines,New York
342,NY,Beekmantown,New York
343,NY,Medina,New York
344,NY,Greenfield Center,New York
345,NY,Van Buren,New York
346,NY,West Nyack,New York
347,NY,Kingsbury,New York
348,NY,Dover,New York
349,NY,Hamptonburgh,New York
350,NY,Ballston Spa,New York
351,NY,Patterson,New York
341,NY,Kent Lakes,New York
352,NY,Highland,New York
354,NY,Town of Vernon,New York
355,NY,Maine,New York
356,NY,Town of Allegany,New York
357,NY,Center Moriches,New York
